"","Data","Otwarcie","Najwyzszy","Najnizszy","Zamkniecie","Wolumen"
"1",1994-12-29,1000,1000,1000,1000,154710
"2",1995-01-02,1059.5,1059.5,1059.5,1059.5,106231
"3",1995-01-03,1125.6,1125.6,1125.6,1125.6,257776
"4",1995-01-04,1082.3,1082.3,1082.3,1082.3,173381
"5",1995-01-05,1096.5,1096.5,1096.5,1096.5,125789
"6",1995-01-06,1030.4,1030.4,1030.4,1030.4,118810
"7",1995-01-09,1054.4,1054.4,1054.4,1054.4,139137
"8",1995-01-10,1037.2,1037.2,1037.2,1037.2,78380
"9",1995-01-11,1035.2,1035.2,1035.2,1035.2,122089
"10",1995-01-12,1060.9,1060.9,1060.9,1060.9,112778
"11",1995-01-13,1083.6,1083.6,1083.6,1083.6,106703
"12",1995-01-16,1087.3,1087.3,1087.3,1087.3,137829
"13",1995-01-17,1038.5,1038.5,1038.5,1038.5,69801
"14",1995-01-18,1028.8,1028.8,1028.8,1028.8,98526
"15",1995-01-19,1037,1037,1037,1037,86319
"16",1995-01-20,1013,1013,1013,1013,87303
"17",1995-01-23,976.1,976.1,976.1,976.1,71394
"18",1995-01-24,940.6,940.6,940.6,940.6,107261
"19",1995-01-25,942.4,942.4,942.4,942.4,87719
"20",1995-01-26,918.3,918.3,918.3,918.3,79749
"21",1995-01-27,905.6,905.6,905.6,905.6,80050
"22",1995-01-30,890.6,890.6,890.6,890.6,79239
"23",1995-01-31,850.7,850.7,850.7,850.7,79838
"24",1995-02-01,906.2,906.2,906.2,906.2,58980
"25",1995-02-02,852.5,852.5,852.5,852.5,79089
"26",1995-02-03,818,818,818,818,99797
"27",1995-02-06,894.4,894.4,894.4,894.4,48625
"28",1995-02-07,968.4,968.4,968.4,968.4,228483
"29",1995-02-08,948.4,948.4,948.4,948.4,148436
"30",1995-02-09,954,954,954,954,140478
"31",1995-02-10,904.9,904.9,904.9,904.9,67784
"32",1995-02-13,894.4,894.4,894.4,894.4,90180
"33",1995-02-14,920.5,920.5,920.5,920.5,129440
"34",1995-02-15,923.7,923.7,923.7,923.7,74907
"35",1995-02-16,939.7,939.7,939.7,939.7,118484
"36",1995-02-17,943.7,943.7,943.7,943.7,76746
"37",1995-02-20,913.6,913.6,913.6,913.6,52525
"38",1995-02-21,829.6,829.6,829.6,829.6,240213
"39",1995-02-22,846.8,846.8,846.8,846.8,92199
"40",1995-02-23,871,871,871,871,117308
"41",1995-02-24,954.7,954.7,954.7,954.7,244600
"42",1995-02-27,911.2,911.2,911.2,911.2,85520
"43",1995-02-28,892.1,892.1,892.1,892.1,46287
"44",1995-03-01,887.1,887.1,887.1,887.1,57492
"45",1995-03-02,901.5,901.5,901.5,901.5,51035
"46",1995-03-03,931.6,931.6,931.6,931.6,120845
"47",1995-03-06,933.3,933.3,933.3,933.3,52431
"48",1995-03-07,935.7,935.7,935.7,935.7,44804
"49",1995-03-08,932.1,932.1,932.1,932.1,37119
"50",1995-03-09,934.9,934.9,934.9,934.9,40052
"51",1995-03-10,910.7,910.7,910.7,910.7,64348
"52",1995-03-13,895.2,895.2,895.2,895.2,39750
"53",1995-03-14,878.4,878.4,878.4,878.4,43223
"54",1995-03-15,880.4,880.4,880.4,880.4,43945
"55",1995-03-16,870,870,870,870,29183
"56",1995-03-17,858.6,858.6,858.6,858.6,38817
"57",1995-03-20,847.6,847.6,847.6,847.6,61255
"58",1995-03-21,842.4,842.4,842.4,842.4,21587
"59",1995-03-22,835.3,835.3,835.3,835.3,40876
"60",1995-03-23,826.3,826.3,826.3,826.3,48835
"61",1995-03-24,831,831,831,831,53759
"62",1995-03-27,847.8,847.8,847.8,847.8,66794
"63",1995-03-28,823.8,823.8,823.8,823.8,88962
"64",1995-03-29,825.1,825.1,825.1,825.1,29663
"65",1995-03-30,842.4,842.4,842.4,842.4,81394
"66",1995-03-31,860.2,860.2,860.2,860.2,94694
"67",1995-04-03,864.1,864.1,864.1,864.1,47848
"68",1995-04-04,880.9,880.9,880.9,880.9,95299
"69",1995-04-05,886.7,886.7,886.7,886.7,92548
"70",1995-04-06,912.2,912.2,912.2,912.2,147311
"71",1995-04-07,932.6,932.6,932.6,932.6,126879
"72",1995-04-10,981.3,981.3,981.3,981.3,155436
"73",1995-04-11,983.2,983.2,983.2,983.2,167787
"74",1995-04-12,983.4,983.4,983.4,983.4,193952
"75",1995-04-13,938.7,938.7,938.7,938.7,161519
"76",1995-04-14,953.8,953.8,953.8,953.8,105197
"77",1995-04-18,990.8,990.8,990.8,990.8,106143
"78",1995-04-19,1021.4,1021.4,1021.4,1021.4,231033
"79",1995-04-20,1088.6,1088.6,1088.6,1088.6,195579
"80",1995-04-21,1079.5,1079.5,1079.5,1079.5,164112
"81",1995-04-24,1129,1129,1129,1129,131107
"82",1995-04-25,1184,1184,1184,1184,251024
"83",1995-04-26,1102.1,1102.1,1102.1,1102.1,145872
"84",1995-04-27,1127.2,1127.2,1127.2,1127.2,118371
"85",1995-04-28,1120,1120,1120,1120,163802
"86",1995-05-04,1125.7,1125.7,1125.7,1125.7,103975
"87",1995-05-05,1120.2,1120.2,1120.2,1120.2,132954
"88",1995-05-09,1136.7,1136.7,1136.7,1136.7,94826
"89",1995-05-10,1193.1,1193.1,1193.1,1193.1,182717
"90",1995-05-11,1243.1,1243.1,1243.1,1243.1,350377
"91",1995-05-12,1301.8,1301.8,1301.8,1301.8,324488
"92",1995-05-15,1334.8,1334.8,1334.8,1334.8,350863
"93",1995-05-16,1263,1263,1263,1263,122122
"94",1995-05-17,1219.6,1219.6,1219.6,1219.6,245424
"95",1995-05-18,1149.5,1149.5,1149.5,1149.5,297034
"96",1995-05-19,1119.4,1119.4,1119.4,1119.4,213448
"97",1995-05-22,1052.3,1052.3,1052.3,1052.3,152698
"98",1995-05-23,992.8,992.8,992.8,992.8,197887
"99",1995-05-24,1081.1,1081.1,1081.1,1081.1,150581
"100",1995-05-25,1144.9,1144.9,1144.9,1144.9,260546
"101",1995-05-26,1099.4,1099.4,1099.4,1099.4,112201
"102",1995-05-29,1151.7,1151.7,1151.7,1151.7,177989
"103",1995-05-30,1078.2,1078.2,1078.2,1078.2,126756
"104",1995-05-31,1089.5,1089.5,1089.5,1089.5,78584
"105",1995-06-01,1047.4,1047.4,1047.4,1047.4,77966
"106",1995-06-02,1056.1,1056.1,1056.1,1056.1,106271
"107",1995-06-05,1081.8,1081.8,1081.8,1081.8,78166
"108",1995-06-06,1030.2,1030.2,1030.2,1030.2,158927
"109",1995-06-07,1148.6,1148.6,1148.6,1148.6,124530
"110",1995-06-08,1138.1,1138.1,1138.1,1138.1,145286
"111",1995-06-09,1129.8,1129.8,1129.8,1129.8,47437
"112",1995-06-12,1105.7,1105.7,1105.7,1105.7,68536
"113",1995-06-13,1103.9,1103.9,1103.9,1103.9,66871
"114",1995-06-14,1095,1095,1095,1095,64046
"115",1995-06-16,1054.1,1054.1,1054.1,1054.1,73343
"116",1995-06-19,1050.2,1050.2,1050.2,1050.2,86919
"117",1995-06-20,1082.1,1082.1,1082.1,1082.1,62223
"118",1995-06-21,1100.7,1100.7,1100.7,1100.7,77166
"119",1995-06-22,1089.4,1089.4,1089.4,1089.4,56061
"120",1995-06-23,1094.7,1094.7,1094.7,1094.7,55291
"121",1995-06-26,1144.3,1144.3,1144.3,1144.3,96340
"122",1995-06-27,1168.7,1168.7,1168.7,1168.7,128502
"123",1995-06-28,1118.7,1118.7,1118.7,1118.7,58185
"124",1995-06-29,1148.3,1148.3,1148.3,1148.3,152418
"125",1995-06-30,1166.5,1166.5,1166.5,1166.5,88387
"126",1995-07-03,1176.1,1176.1,1176.1,1176.1,92985
"127",1995-07-04,1146,1146,1146,1146,89585
"128",1995-07-05,1145.4,1145.4,1145.4,1145.4,55541
"129",1995-07-06,1155.5,1155.5,1155.5,1155.5,76219
"130",1995-07-07,1153,1153,1153,1153,90037
"131",1995-07-10,1148.1,1148.1,1148.1,1148.1,44633
"132",1995-07-11,1132.8,1132.8,1132.8,1132.8,34626
"133",1995-07-12,1123.5,1123.5,1123.5,1123.5,43300
"134",1995-07-13,1129.3,1129.3,1129.3,1129.3,62783
"135",1995-07-14,1123.9,1123.9,1123.9,1123.9,63384
"136",1995-07-17,1158.7,1158.7,1158.7,1158.7,100404
"137",1995-07-18,1205.6,1205.6,1205.6,1205.6,186997
"138",1995-07-19,1171.2,1171.2,1171.2,1171.2,163972
"139",1995-07-20,1163.5,1163.5,1163.5,1163.5,115057
"140",1995-07-21,1164.6,1164.6,1164.6,1164.6,113086
"141",1995-07-24,1178,1178,1178,1178,136922
"142",1995-07-25,1200.4,1200.4,1200.4,1200.4,113104
"143",1995-07-26,1241.3,1241.3,1241.3,1241.3,72564
"144",1995-07-27,1281.8,1281.8,1281.8,1281.8,138999
"145",1995-07-28,1279.1,1279.1,1279.1,1279.1,282530
"146",1995-07-31,1226.6,1226.6,1226.6,1226.6,117017
"147",1995-08-01,1200.1,1200.1,1200.1,1200.1,91305
"148",1995-08-02,1198.8,1198.8,1198.8,1198.8,114575
"149",1995-08-03,1171.9,1171.9,1171.9,1171.9,114142
"150",1995-08-04,1182,1182,1182,1182,56236
"151",1995-08-07,1201.5,1201.5,1201.5,1201.5,53956
"152",1995-08-08,1213.4,1213.4,1213.4,1213.4,64216
"153",1995-08-09,1209.3,1209.3,1209.3,1209.3,74750
"154",1995-08-10,1246.2,1246.2,1246.2,1246.2,148291
"155",1995-08-11,1270.7,1270.7,1270.7,1270.7,200760
"156",1995-08-16,1258.3,1258.3,1258.3,1258.3,134391
"157",1995-08-17,1224.4,1224.4,1224.4,1224.4,88674
"158",1995-08-18,1208.5,1208.5,1208.5,1208.5,57405
"159",1995-08-21,1208.2,1208.2,1208.2,1208.2,68519
"160",1995-08-22,1196.5,1196.5,1196.5,1196.5,63194
"161",1995-08-23,1195.7,1195.7,1195.7,1195.7,81299
"162",1995-08-24,1211.1,1211.1,1211.1,1211.1,64996
"163",1995-08-25,1201.5,1201.5,1201.5,1201.5,73003
"164",1995-08-28,1204.6,1204.6,1204.6,1204.6,80414
"165",1995-08-29,1202,1202,1202,1202,92842
"166",1995-08-30,1186.7,1186.7,1186.7,1186.7,50889
"167",1995-08-31,1179.8,1179.8,1179.8,1179.8,79437
"168",1995-09-01,1189,1189,1189,1189,71402
"169",1995-09-04,1230.7,1230.7,1230.7,1230.7,106888
"170",1995-09-05,1260.9,1260.9,1260.9,1260.9,207227
"171",1995-09-06,1265.5,1265.5,1265.5,1265.5,180090
"172",1995-09-07,1266.5,1266.5,1266.5,1266.5,150955
"173",1995-09-08,1281.9,1281.9,1281.9,1281.9,183625
"174",1995-09-11,1297.7,1297.7,1297.7,1297.7,156273
"175",1995-09-12,1288,1288,1288,1288,245054
"176",1995-09-13,1248.4,1248.4,1248.4,1248.4,118211
"177",1995-09-14,1275.4,1275.4,1275.4,1275.4,137746
"178",1995-09-15,1266.9,1266.9,1266.9,1266.9,127877
"179",1995-09-18,1233.3,1233.3,1233.3,1233.3,88222
"180",1995-09-19,1205.4,1205.4,1205.4,1205.4,122378
"181",1995-09-20,1200.6,1200.6,1200.6,1200.6,96507
"182",1995-09-21,1213.1,1213.1,1213.1,1213.1,96105
"183",1995-09-22,1189.3,1189.3,1189.3,1189.3,80198
"184",1995-09-25,1181.7,1181.7,1181.7,1181.7,67371
"185",1995-09-26,1180.8,1180.8,1180.8,1180.8,75450
"186",1995-09-27,1187,1187,1187,1187,123237
"187",1995-09-28,1162.6,1162.6,1162.6,1162.6,69401
"188",1995-09-29,1142.7,1142.7,1142.7,1142.7,143065
"189",1995-10-02,1153.1,1153.1,1153.1,1153.1,73286
"190",1995-10-03,1146.5,1146.5,1146.5,1146.5,94983
"191",1995-10-04,1121.3,1121.3,1121.3,1121.3,73458
"192",1995-10-05,1122,1122,1122,1122,70827
"193",1995-10-06,1145.9,1145.9,1145.9,1145.9,89987
"194",1995-10-09,1129.9,1129.9,1129.9,1129.9,73387
"195",1995-10-10,1090.1,1090.1,1090.1,1090.1,65054
"196",1995-10-11,1099.4,1099.4,1099.4,1099.4,55492
"197",1995-10-12,1093.4,1093.4,1093.4,1093.4,53179
"198",1995-10-13,1084.2,1084.2,1084.2,1084.2,56618
"199",1995-10-16,1101.3,1101.3,1101.3,1101.3,55794
"200",1995-10-17,1117.5,1117.5,1117.5,1117.5,112412
"201",1995-10-18,1120.4,1120.4,1120.4,1120.4,94982
"202",1995-10-19,1088.6,1088.6,1088.6,1088.6,101909
"203",1995-10-20,1066.4,1066.4,1066.4,1066.4,94938
"204",1995-10-23,1062.9,1062.9,1062.9,1062.9,77649
"205",1995-10-24,1058.9,1058.9,1058.9,1058.9,50774
"206",1995-10-25,1077.2,1077.2,1077.2,1077.2,68615
"207",1995-10-26,1073.1,1073.1,1073.1,1073.1,79462
"208",1995-10-27,1049.9,1049.9,1049.9,1049.9,64963
"209",1995-10-30,1038.6,1038.6,1038.6,1038.6,78421
"210",1995-10-31,1033.7,1033.7,1033.7,1033.7,64992
"211",1995-11-02,1056.6,1056.6,1056.6,1056.6,62861
"212",1995-11-03,1092.2,1092.2,1092.2,1092.2,117321
"213",1995-11-06,1100.4,1100.4,1100.4,1100.4,93102
"214",1995-11-07,1099.8,1099.8,1099.8,1099.8,92755
"215",1995-11-08,1109.1,1109.1,1109.1,1109.1,112888
"216",1995-11-09,1104.9,1104.9,1104.9,1104.9,76058
"217",1995-11-10,1075.2,1075.2,1075.2,1075.2,65460
"218",1995-11-13,1057.8,1057.8,1057.8,1057.8,52561
"219",1995-11-14,1061.1,1061.1,1061.1,1061.1,86441
"220",1995-11-15,1055.6,1055.6,1055.6,1055.6,92234
"221",1995-11-16,1072.9,1072.9,1072.9,1072.9,76560
"222",1995-11-17,1088.6,1088.6,1088.6,1088.6,85717
"223",1995-11-20,1024,1024,1024,1024,168835
"224",1995-11-21,1029.6,1029.6,1029.6,1029.6,78588
"225",1995-11-22,1055.8,1055.8,1055.8,1055.8,111649
"226",1995-11-23,1055.6,1055.6,1055.6,1055.6,109532
"227",1995-11-24,1034.3,1034.3,1034.3,1034.3,60762
"228",1995-11-27,1026.9,1026.9,1026.9,1026.9,44115
"229",1995-11-28,1019.6,1019.6,1019.6,1019.6,83700
"230",1995-11-29,1015.5,1015.5,1015.5,1015.5,73415
"231",1995-11-30,1015.4,1015.4,1015.4,1015.4,46312
"232",1995-12-01,1018,1018,1018,1018,65974
"233",1995-12-04,1031,1031,1031,1031,66118
"234",1995-12-05,1049,1049,1049,1049,116513
"235",1995-12-06,1050.6,1050.6,1050.6,1050.6,83957
"236",1995-12-07,1060.5,1060.5,1060.5,1060.5,117367
"237",1995-12-08,1050.7,1050.7,1050.7,1050.7,82422
"238",1995-12-11,1092,1092,1092,1092,84202
"239",1995-12-12,1110.8,1110.8,1110.8,1110.8,120715
"240",1995-12-13,1100.6,1100.6,1100.6,1100.6,96588
"241",1995-12-14,1100.3,1100.3,1100.3,1100.3,78295
"242",1995-12-15,1086.6,1086.6,1086.6,1086.6,40939
"243",1995-12-18,1065.5,1065.5,1065.5,1065.5,51436
"244",1995-12-19,1005.8,1005.8,1005.8,1005.8,73812
"245",1995-12-20,958.6,958.6,958.6,958.6,113990
"246",1995-12-21,951,951,951,951,100627
"247",1995-12-22,996.4,996.4,996.4,996.4,43155
"248",1995-12-27,1020.3,1020.3,1020.3,1020.3,58787
"249",1995-12-28,1011.3,1011.3,1011.3,1011.3,45310
"250",1995-12-29,1007.4,1007.4,1007.4,1007.4,59631
"251",1996-01-02,990.8,990.8,990.8,990.8,26146
"252",1996-01-03,1013,1013,1013,1013,56538
"253",1996-01-04,1028,1028,1028,1028,113250
"254",1996-01-05,1066.1,1066.1,1066.1,1066.1,124748
"255",1996-01-08,1085.7,1085.7,1085.7,1085.7,274979
"256",1996-01-09,1106.1,1106.1,1106.1,1106.1,192909
"257",1996-01-10,1077.8,1077.8,1077.8,1077.8,262252
"258",1996-01-11,1106.3,1106.3,1106.3,1106.3,285478
"259",1996-01-12,1073.3,1073.3,1073.3,1073.3,132774
"260",1996-01-15,1043.5,1043.5,1043.5,1043.5,89691
"261",1996-01-16,1039.7,1039.7,1039.7,1039.7,87586
"262",1996-01-17,1066.7,1066.7,1066.7,1066.7,119356
"263",1996-01-18,1040.9,1040.9,1040.9,1040.9,85682
"264",1996-01-19,1010.6,1010.6,1010.6,1010.6,87980
"265",1996-01-22,1034.2,1034.2,1034.2,1034.2,107765
"266",1996-01-23,1042.2,1042.2,1042.2,1042.2,88963
"267",1996-01-24,1067.4,1067.4,1067.4,1067.4,115873
"268",1996-01-25,1096.7,1096.7,1096.7,1096.7,277720
"269",1996-01-26,1112.4,1112.4,1112.4,1112.4,216254
"270",1996-01-29,1155.5,1155.5,1155.5,1155.5,316399
"271",1996-01-30,1151.8,1151.8,1151.8,1151.8,181310
"272",1996-01-31,1192.4,1192.4,1192.4,1192.4,142195
"273",1996-02-01,1145.6,1145.6,1145.6,1145.6,167795
"274",1996-02-02,1151.5,1151.5,1151.5,1151.5,109003
"275",1996-02-05,1134.1,1134.1,1134.1,1134.1,159512
"276",1996-02-06,1133.4,1133.4,1133.4,1133.4,165360
"277",1996-02-07,1107.2,1107.2,1107.2,1107.2,129566
"278",1996-02-08,1131.7,1131.7,1131.7,1131.7,176552
"279",1996-02-09,1155.6,1155.6,1155.6,1155.6,196087
"280",1996-02-12,1216.9,1216.9,1216.9,1216.9,386532
"281",1996-02-13,1170.3,1170.3,1170.3,1170.3,212461
"282",1996-02-14,1172.4,1172.4,1172.4,1172.4,183242
"283",1996-02-15,1155,1155,1155,1155,121701
"284",1996-02-16,1150.8,1150.8,1150.8,1150.8,96463
"285",1996-02-19,1153.4,1153.4,1153.4,1153.4,73414
"286",1996-02-20,1130.8,1130.8,1130.8,1130.8,208989
"287",1996-02-21,1121.6,1121.6,1121.6,1121.6,85584
"288",1996-02-22,1142.6,1142.6,1142.6,1142.6,109717
"289",1996-02-23,1144.9,1144.9,1144.9,1144.9,116162
"290",1996-02-26,1179,1179,1179,1179,97540
"291",1996-02-27,1190.6,1190.6,1190.6,1190.6,160842
"292",1996-02-28,1180.5,1180.5,1180.5,1180.5,103234
"293",1996-02-29,1215.7,1215.7,1215.7,1215.7,174240
"294",1996-03-01,1212.3,1212.3,1212.3,1212.3,155858
"295",1996-03-04,1263.6,1263.6,1263.6,1263.6,185709
"296",1996-03-05,1286.6,1286.6,1286.6,1286.6,294595
"297",1996-03-06,1289.8,1289.8,1289.8,1289.8,222817
"298",1996-03-07,1313.7,1313.7,1313.7,1313.7,244245
"299",1996-03-08,1306.7,1306.7,1306.7,1306.7,175316
"300",1996-03-11,1269.1,1269.1,1269.1,1269.1,144254
"301",1996-03-12,1268.4,1268.4,1268.4,1268.4,138983
"302",1996-03-13,1289.7,1289.7,1289.7,1289.7,118548
"303",1996-03-14,1284.2,1284.2,1284.2,1284.2,128970
"304",1996-03-15,1313.8,1313.8,1313.8,1313.8,138613
"305",1996-03-18,1386.1,1386.1,1386.1,1386.1,222886
"306",1996-03-19,1404.9,1404.9,1404.9,1404.9,232891
"307",1996-03-20,1353.5,1353.5,1353.5,1353.5,166701
"308",1996-03-21,1339.2,1339.2,1339.2,1339.2,151840
"309",1996-03-22,1315.2,1315.2,1315.2,1315.2,79772
"310",1996-03-25,1312.8,1312.8,1312.8,1312.8,93209
"311",1996-03-26,1327.1,1327.1,1327.1,1327.1,84259
"312",1996-03-27,1348.7,1348.7,1348.7,1348.7,82275
"313",1996-03-28,1329.1,1329.1,1329.1,1329.1,88383
"314",1996-03-29,1354.8,1354.8,1354.8,1354.8,79518
"315",1996-04-01,1380.2,1380.2,1380.2,1380.2,78928
"316",1996-04-02,1392.7,1392.7,1392.7,1392.7,74664
"317",1996-04-03,1418.9,1418.9,1418.9,1418.9,120771
"318",1996-04-04,1440.8,1440.8,1440.8,1440.8,111981
"319",1996-04-05,1458.7,1458.7,1458.7,1458.7,131646
"320",1996-04-09,1440.2,1440.2,1440.2,1440.2,121342
"321",1996-04-10,1447.2,1447.2,1447.2,1447.2,181597
"322",1996-04-11,1453,1453,1453,1453,256532
"323",1996-04-12,1453.1,1453.1,1453.1,1453.1,206214
"324",1996-04-15,1463.1,1463.1,1463.1,1463.1,167951
"325",1996-04-16,1489.1,1489.1,1489.1,1489.1,162836
"326",1996-04-17,1500.4,1500.4,1500.4,1500.4,207766
"327",1996-04-18,1535.1,1535.1,1535.1,1535.1,333246
"328",1996-04-19,1530,1530,1530,1530,306322
"329",1996-04-22,1583.7,1583.7,1583.7,1583.7,331625
"330",1996-04-23,1609.8,1609.8,1609.8,1609.8,306921
"331",1996-04-24,1627.3,1627.3,1627.3,1627.3,247323
"332",1996-04-25,1627.5,1627.5,1627.5,1627.5,280334
"333",1996-04-26,1625.8,1625.8,1625.8,1625.8,251522
"334",1996-04-29,1665.1,1665.1,1665.1,1665.1,206794
"335",1996-04-30,1659.7,1659.7,1659.7,1659.7,247409
"336",1996-05-06,1708.9,1708.9,1708.9,1708.9,303744
"337",1996-05-07,1770.3,1770.3,1770.3,1770.3,383840
"338",1996-05-08,1791.5,1791.5,1791.5,1791.5,320948
"339",1996-05-09,1814.4,1814.4,1814.4,1814.4,281977
"340",1996-05-10,1800.8,1800.8,1800.8,1800.8,203813
"341",1996-05-13,1847.1,1847.1,1847.1,1847.1,247971
"342",1996-05-14,1797.4,1797.4,1797.4,1797.4,212330
"343",1996-05-15,1782.9,1782.9,1782.9,1782.9,214163
"344",1996-05-16,1822.1,1822.1,1822.1,1822.1,261010
"345",1996-05-17,1833,1833,1833,1833,224263
"346",1996-05-20,1870.4,1870.4,1870.4,1870.4,205775
"347",1996-05-21,1871.1,1871.1,1871.1,1871.1,233712
"348",1996-05-22,1803.3,1803.3,1803.3,1803.3,235060
"349",1996-05-23,1752.5,1752.5,1752.5,1752.5,230665
"350",1996-05-24,1705.1,1705.1,1705.1,1705.1,212599
"351",1996-05-27,1690,1690,1690,1690,163148
"352",1996-05-28,1690.1,1690.1,1690.1,1690.1,156378
"353",1996-05-29,1697.6,1697.6,1697.6,1697.6,245564
"354",1996-05-30,1697,1697,1697,1697,194057
"355",1996-05-31,1741.7,1741.7,1741.7,1741.7,215165
"356",1996-06-03,1773.9,1773.9,1773.9,1773.9,213792
"357",1996-06-04,1763.3,1763.3,1763.3,1763.3,248685
"358",1996-06-05,1726,1726,1726,1726,201623
"359",1996-06-07,1762.3,1762.3,1762.3,1762.3,217130
"360",1996-06-10,1787.1,1787.1,1787.1,1787.1,279089
"361",1996-06-11,1762.1,1762.1,1762.1,1762.1,327206
"362",1996-06-12,1763.9,1763.9,1763.9,1763.9,253262
"363",1996-06-13,1765.4,1765.4,1765.4,1765.4,233002
"364",1996-06-14,1769.8,1769.8,1769.8,1769.8,188395
"365",1996-06-17,1793.9,1793.9,1793.9,1793.9,199000
"366",1996-06-18,1839.1,1839.1,1839.1,1839.1,232087
"367",1996-06-19,1830.4,1830.4,1830.4,1830.4,435831
"368",1996-06-20,1803.5,1803.5,1803.5,1803.5,558000
"369",1996-06-21,1830.2,1830.2,1830.2,1830.2,354939
"370",1996-06-24,1848.9,1848.9,1848.9,1848.9,262503
"371",1996-06-25,1848.4,1848.4,1848.4,1848.4,271607
"372",1996-06-26,1847.4,1847.4,1847.4,1847.4,305592
"373",1996-06-27,1858.3,1858.3,1858.3,1858.3,273047
"374",1996-06-28,1845,1845,1845,1845,251394
"375",1996-07-01,1875,1875,1875,1875,217379
"376",1996-07-02,1866.5,1866.5,1866.5,1866.5,229918
"377",1996-07-03,1878.5,1878.5,1878.5,1878.5,251463
"378",1996-07-04,1899.6,1899.6,1899.6,1899.6,273348
"379",1996-07-05,1925.2,1925.2,1925.2,1925.2,609635
"380",1996-07-08,1924,1924,1924,1924,516834
"381",1996-07-09,1926.4,1926.4,1926.4,1926.4,295125
"382",1996-07-10,1918.6,1918.6,1918.6,1918.6,407193
"383",1996-07-11,1860.6,1860.6,1860.6,1860.6,253882
"384",1996-07-12,1873,1873,1873,1873,393995
"385",1996-07-15,1905.3,1905.3,1905.3,1905.3,273634
"386",1996-07-16,1836.5,1836.5,1836.5,1836.5,270587
"387",1996-07-17,1783.3,1783.3,1783.3,1783.3,247668
"388",1996-07-18,1746.3,1746.3,1746.3,1746.3,244351
"389",1996-07-19,1770.5,1770.5,1770.5,1770.5,339219
"390",1996-07-22,1736.7,1736.7,1736.7,1736.7,330406
"391",1996-07-23,1708.1,1708.1,1708.1,1708.1,243701
"392",1996-07-24,1722.3,1722.3,1722.3,1722.3,303184
"393",1996-07-25,1733.5,1733.5,1733.5,1733.5,513061
"394",1996-07-26,1729.6,1729.6,1729.6,1729.6,368537
"395",1996-07-29,1768.9,1768.9,1768.9,1768.9,807126
"396",1996-07-30,1727.4,1727.4,1727.4,1727.4,603290
"397",1996-07-31,1731.3,1731.3,1731.3,1731.3,390818
"398",1996-08-01,1688.6,1688.6,1688.6,1688.6,444786
"399",1996-08-02,1683.8,1683.8,1683.8,1683.8,521747
"400",1996-08-05,1692.8,1692.8,1692.8,1692.8,489368
"401",1996-08-06,1697.8,1697.8,1697.8,1697.8,405524
"402",1996-08-07,1672.2,1672.2,1672.2,1672.2,388588
"403",1996-08-08,1671.2,1671.2,1671.2,1671.2,431494
"404",1996-08-09,1702.6,1702.6,1702.6,1702.6,385474
"405",1996-08-12,1707,1707,1707,1707,221511
"406",1996-08-13,1715.3,1715.3,1715.3,1715.3,254010
"407",1996-08-14,1739.6,1739.6,1739.6,1739.6,363917
"408",1996-08-16,1777.9,1777.9,1777.9,1777.9,325700
"409",1996-08-19,1845.9,1845.9,1845.9,1845.9,528761
"410",1996-08-20,1872.6,1872.6,1872.6,1872.6,438701
"411",1996-08-21,1867.6,1867.6,1867.6,1867.6,368652
"412",1996-08-22,1964.4,1964.4,1964.4,1964.4,540585
"413",1996-08-23,1988.7,1988.7,1988.7,1988.7,521310
"414",1996-08-26,1998.5,1998.5,1998.5,1998.5,461420
"415",1996-08-27,1996.7,1996.7,1996.7,1996.7,379617
"416",1996-08-28,2035.6,2035.6,2035.6,2035.6,482178
"417",1996-08-29,2011.1,2011.1,2011.1,2011.1,387793
"418",1996-08-30,2096.7,2096.7,2096.7,2096.7,438767
"419",1996-09-02,2138.9,2138.9,2138.9,2138.9,672610
"420",1996-09-03,2114.9,2114.9,2114.9,2114.9,704255
"421",1996-09-04,2086.1,2086.1,2086.1,2086.1,398646
"422",1996-09-05,1986.5,1986.5,1986.5,1986.5,439586
"423",1996-09-06,1983.1,1983.1,1983.1,1983.1,333477
"424",1996-09-09,2022.2,2022.2,2022.2,2022.2,330224
"425",1996-09-10,2057.9,2057.9,2057.9,2057.9,432322
"426",1996-09-11,2078.9,2078.9,2078.9,2078.9,393369
"427",1996-09-12,2112,2112,2112,2112,423055
"428",1996-09-13,2194.7,2194.7,2194.7,2194.7,495136
"429",1996-09-16,2279.6,2279.6,2279.6,2279.6,696045
"430",1996-09-17,2288.7,2288.7,2288.7,2288.7,527456
"431",1996-09-18,2255.3,2255.3,2255.3,2255.3,353222
"432",1996-09-19,2197.9,2197.9,2197.9,2197.9,541758
"433",1996-09-20,2182.3,2182.3,2182.3,2182.3,420681
"434",1996-09-23,2227.5,2227.5,2227.5,2227.5,472386
"435",1996-09-24,2195.7,2195.7,2195.7,2195.7,339841
"436",1996-09-25,2141.2,2141.2,2141.2,2141.2,569067
"437",1996-09-26,2146.4,2146.4,2146.4,2146.4,347692
"438",1996-09-27,2275.7,2275.7,2275.7,2275.7,422826
"439",1996-09-30,2325.7,2325.7,2325.7,2325.7,485353
"440",1996-10-01,2362.9,2362.9,2362.9,2362.9,496644
"441",1996-10-02,2389.3,2389.3,2389.3,2389.3,442082
