"","Data","Otwarcie","Najwyzszy","Najnizszy","Zamkniecie","Wolumen"
"1869",2002-06-26,1506.1,1511.68,1506.1,1511.68,1104886
"1870",2002-06-27,1513.63,1514.37,1513.63,1514.37,741090
"1871",2002-06-28,1510.47,1516.65,1510.47,1516.65,459402
"1872",2002-07-01,1510.65,1510.65,1510.21,1510.21,407182
"1873",2002-07-02,1501.75,1501.75,1497.89,1497.89,625564
"1874",2002-07-03,1492.42,1494.26,1492.42,1494.26,580175
"1875",2002-07-04,1496.73,1496.73,1496.55,1496.55,560033
"1876",2002-07-05,1498.33,1500.99,1498.33,1500.99,462454
"1877",2002-07-08,1496.42,1496.42,1490.34,1490.34,307808
"1878",2002-07-09,1488.64,1488.64,1485.94,1485.94,726906
"1879",2002-07-10,1487.23,1487.23,1481.68,1481.68,1061137
"1880",2002-07-11,1466.86,1466.86,1466.86,1466.86,894554
"1881",2002-07-12,1467.15,1467.15,1467.15,1467.15,1117301
"1882",2002-07-15,1458.21,1458.21,1458.21,1458.21,939372
"1883",2002-07-16,1451.57,1451.57,1430.8,1430.8,1145035
"1884",2002-07-17,1445.51,1445.51,1445.51,1445.51,1650797
"1885",2002-07-18,1445.69,1445.69,1427.62,1427.62,1863809
"1886",2002-07-19,1413.19,1413.19,1410.63,1410.63,802613
"1887",2002-07-22,1394.26,1394.26,1394.26,1394.26,850561
"1888",2002-07-23,1365.06,1386.52,1365.06,1386.52,785489
"1889",2002-07-24,1361.81,1361.81,1361.81,1361.81,1124910
"1890",2002-07-25,1363.83,1363.83,1330.42,1330.42,1513943
"1891",2002-07-26,1308.95,1328.49,1308.95,1328.49,1145808
"1892",2002-07-29,1329.45,1342.56,1329.45,1342.56,588582
"1893",2002-07-30,1353.43,1353.43,1353.43,1353.43,1044504
"1894",2002-07-31,1348.24,1356.04,1348.24,1356.04,928284
"1895",2002-08-01,1362.35,1362.35,1362.35,1362.35,620218
"1896",2002-08-02,1359.67,1369.56,1359.67,1369.56,529929
"1897",2002-08-05,1365.07,1365.07,1352.45,1352.45,568429
"1898",2002-08-06,1331.97,1331.97,1329.29,1329.29,1875696
"1899",2002-08-07,1314.35,1328.26,1314.35,1328.26,1974279
"1900",2002-08-08,1320.97,1327.5,1320.97,1327.5,788658
"1901",2002-08-09,1309.47,1309.47,1309.47,1309.47,969739
"1902",2002-08-12,1316.37,1316.37,1316.37,1316.37,745556
"1903",2002-08-13,1327.58,1327.58,1327.58,1327.58,1307423
"1904",2002-08-14,1316.22,1316.22,1302.82,1302.82,1893785
"1905",2002-08-16,1304.13,1304.13,1277.76,1277.76,1249762
"1906",2002-08-19,1264.71,1264.71,1264.71,1264.71,941509
"1907",2002-08-20,1266.66,1273.71,1266.66,1273.71,2448587
"1908",2002-08-21,1254.7,1268.27,1254.7,1268.27,1223884
"1909",2002-08-22,1254.69,1258.49,1254.69,1258.49,781148
"1910",2002-08-23,1255.26,1255.26,1248.79,1248.79,1151740
"1911",2002-08-26,1244.77,1259.47,1244.77,1259.47,1811707
"1912",2002-08-27,1265.13,1273.15,1265.13,1273.15,1622566
"1913",2002-08-28,1276.36,1291.7,1276.36,1291.7,1211291
"1914",2002-08-29,1281.92,1291.23,1281.92,1291.23,1028825
"1915",2002-08-30,1290.23,1291.36,1290.23,1291.36,614473
"1916",2002-09-02,1285.42,1288.84,1285.42,1288.84,717947
"1917",2002-09-03,1281.73,1281.73,1273.04,1273.04,1587143
"1918",2002-09-04,1262.98,1269.07,1262.98,1269.07,1731766
"1919",2002-09-05,1268.82,1268.82,1268.82,1268.82,1660369
"1920",2002-09-06,1273.4,1273.4,1273.4,1273.4,833973
"1921",2002-09-09,1273.36,1273.36,1273.36,1273.36,1552740
"1922",2002-09-10,1271.61,1288.13,1271.61,1288.13,3277050
"1923",2002-09-11,1286.1,1305.69,1286.1,1305.69,3189345
"1924",2002-09-12,1295.63,1295.63,1295.63,1295.63,3091691
"1925",2002-09-13,1297.12,1300.34,1297.12,1300.34,1112928
"1926",2002-09-16,1297.9,1297.9,1296.45,1296.45,1917786
"1927",2002-09-17,1279.33,1289.08,1279.33,1289.08,1906888
"1928",2002-09-18,1277.78,1288.64,1277.78,1288.64,1086245
"1929",2002-09-19,1316.26,1316.26,1316.26,1316.26,2080516
"1930",2002-09-20,1320.18,1320.18,1318.87,1318.87,1199069
"1931",2002-09-23,1311.38,1313.33,1311.38,1313.33,1557049
"1932",2002-09-24,1296.88,1299.09,1296.88,1299.09,978374
"1933",2002-09-25,1281.92,1300.48,1281.92,1300.48,2591483
"1934",2002-09-26,1291.71,1308.25,1291.71,1308.25,2019807
"1935",2002-09-27,1299.75,1300.38,1299.75,1300.38,726597
"1936",2002-09-30,1294.77,1294.77,1285.3,1285.3,942372
"1937",2002-10-01,1272.68,1279.25,1272.68,1279.25,4465012
"1938",2002-10-02,1272.79,1273.29,1272.79,1273.29,4082173
"1939",2002-10-03,1266.38,1267.7,1266.38,1267.7,1160400
"1940",2002-10-04,1261.82,1267.62,1261.82,1267.62,1463047
"1941",2002-10-07,1258.94,1264.7,1258.94,1264.7,723025
"1942",2002-10-08,1258.97,1258.97,1255.44,1255.44,1140736
"1943",2002-10-09,1253.04,1259.82,1253.04,1259.82,1245216
"1944",2002-10-10,1252.52,1272.05,1252.52,1272.05,1624896
"1945",2002-10-11,1272.37,1281.09,1272.37,1281.09,3636787
"1946",2002-10-14,1279.14,1280.49,1279.14,1280.49,2097794
"1947",2002-10-15,1279.48,1292.23,1279.48,1292.23,2059295
"1948",2002-10-16,1287.25,1291.76,1287.25,1291.76,7278917
"1949",2002-10-17,1290.59,1297.41,1290.59,1297.41,2531499
"1950",2002-10-18,1289.26,1294.56,1289.26,1294.56,2299942
"1951",2002-10-21,1285.21,1285.67,1285.21,1285.67,1825677
"1952",2002-10-22,1280.48,1280.48,1272.34,1272.34,3860802
"1953",2002-10-23,1275.73,1281.95,1275.73,1281.95,853786
"1954",2002-10-24,1277.19,1291.52,1277.19,1291.52,781439
"1955",2002-10-25,1289.22,1300.82,1289.22,1300.82,470987
"1956",2002-10-28,1295.49,1315.49,1295.49,1315.49,980771
"1957",2002-10-29,1319.34,1329.27,1319.34,1329.27,1136867
"1958",2002-10-30,1330.74,1342.48,1330.74,1342.48,3147908
"1959",2002-10-31,1348.78,1359.94,1348.78,1359.94,2666929
"1960",2002-11-04,1363.41,1372.47,1363.41,1372.47,3172775
"1961",2002-11-05,1374.71,1374.71,1354.71,1354.71,1679849
"1962",2002-11-06,1347.05,1369.69,1347.05,1369.69,7231549
"1963",2002-11-07,1373.48,1395.02,1373.48,1395.02,4928068
"1964",2002-11-08,1389.22,1391.81,1389.22,1391.81,4506942
"1965",2002-11-12,1386.48,1386.48,1380.47,1380.47,4199065
"1966",2002-11-13,1372.67,1372.67,1372.61,1372.61,2528145
"1967",2002-11-14,1364.64,1368.48,1364.64,1368.48,2019360
"1968",2002-11-15,1363.35,1363.35,1358.57,1358.57,1943486
"1969",2002-11-18,1351.19,1357.4,1351.19,1357.4,2331778
"1970",2002-11-19,1346.16,1366.18,1346.16,1366.18,2236697
"1971",2002-11-20,1361.59,1361.59,1359.64,1359.64,3774791
"1972",2002-11-21,1357.46,1371.98,1357.46,1371.98,3023938
"1973",2002-11-22,1372.5,1378.7,1372.5,1378.7,2495265
"1974",2002-11-25,1374.17,1378.93,1374.17,1378.93,1453117
"1975",2002-11-26,1379.45,1379.45,1361.96,1361.96,1138397
"1976",2002-11-27,1362.64,1375.11,1362.64,1375.11,1023618
"1977",2002-11-28,1376.37,1377.65,1376.37,1377.65,4745044
"1978",2002-11-29,1381.63,1385.55,1381.63,1385.55,1518602
"1979",2002-12-02,1375.17,1387.32,1375.17,1387.32,2616749
"1980",2002-12-03,1389.94,1389.94,1387.02,1387.02,1460970
"1981",2002-12-04,1375.57,1386.42,1375.57,1386.42,2700935
"1982",2002-12-05,1378.85,1378.85,1378.67,1378.67,1437056
"1983",2002-12-06,1376.75,1376.75,1373.9,1373.9,2251037
"1984",2002-12-09,1372.1,1374.33,1372.1,1374.33,1791055
"1985",2002-12-10,1368.45,1368.45,1367.4,1367.4,3737829
"1986",2002-12-11,1363.41,1363.41,1348.43,1348.43,6644390
"1987",2002-12-12,1342.36,1342.36,1340.75,1340.75,2938660
"1988",2002-12-13,1333.58,1333.58,1332.11,1332.11,2578901
"1989",2002-12-16,1329.07,1333.42,1329.07,1333.42,3887970
"1990",2002-12-17,1319.42,1324.07,1319.42,1324.07,3187419
"1991",2002-12-18,1301.39,1308.22,1301.39,1308.22,1303954
"1992",2002-12-19,1305.4,1305.85,1305.4,1305.85,1447365
"1993",2002-12-20,1292.12,1312.65,1292.12,1312.65,2035333
"1994",2002-12-23,1303.48,1307.8,1303.48,1307.8,1881449
"1995",2002-12-27,1304.11,1321.83,1304.11,1321.83,2046115
"1996",2002-12-30,1319.62,1345.24,1319.62,1345.24,4745617
"1997",2002-12-31,1345.46,1365.62,1345.46,1365.62,3673665
"1998",2003-01-02,1384.64,1384.64,1364.35,1364.35,3404358
"1999",2003-01-03,1366.77,1366.77,1366.6,1366.6,5526940
"2000",2003-01-06,1363.93,1368.96,1363.93,1368.96,2362518
"2001",2003-01-07,1362.95,1379.32,1362.95,1379.32,2059288
"2002",2003-01-08,1377.5,1395.95,1377.5,1395.95,2049893
"2003",2003-01-09,1395.7,1422.51,1395.7,1422.51,1629079
"2004",2003-01-10,1423.3,1440.76,1423.3,1440.76,4507672
"2005",2003-01-13,1447.35,1457.32,1447.35,1457.32,3599323
"2006",2003-01-14,1451.7,1451.7,1445.96,1445.96,2705874
"2007",2003-01-15,1442.34,1448.84,1442.34,1448.84,2432056
"2008",2003-01-16,1442.62,1442.62,1438.3,1438.3,1331895
"2009",2003-01-17,1436.59,1447.75,1436.59,1447.75,1221174
"2010",2003-01-20,1429.52,1459.89,1429.52,1459.89,577383
"2011",2003-01-21,1449,1451.78,1449,1451.78,800136
"2012",2003-01-22,1454.2,1454.2,1443.77,1443.77,763314
"2013",2003-01-23,1438.65,1450.59,1438.65,1450.59,1173805
"2014",2003-01-24,1440.19,1445.64,1440.19,1445.64,1792586
"2015",2003-01-27,1429.85,1429.85,1415.84,1415.84,2616550
"2016",2003-01-28,1413.82,1428.04,1413.82,1428.04,2705344
"2017",2003-01-29,1422.34,1430.46,1422.34,1430.46,2108196
"2018",2003-01-30,1421.49,1439.7,1421.49,1439.7,1167573
"2019",2003-01-31,1442.43,1458.02,1442.43,1458.02,1551637
"2020",2003-02-03,1456.6,1488.57,1456.6,1488.57,3504284
"2021",2003-02-04,1489.96,1489.96,1471.66,1471.66,2471507
"2022",2003-02-05,1458.55,1458.55,1453.69,1453.69,1546392
"2023",2003-02-06,1442.09,1444.69,1442.09,1444.69,1517856
"2024",2003-02-07,1439.39,1456.66,1439.39,1456.66,2832561
"2025",2003-02-10,1453.59,1463.07,1453.59,1463.07,1116510
"2026",2003-02-11,1470.83,1470.83,1459.37,1459.37,2421857
"2027",2003-02-12,1455.3,1456.71,1455.3,1456.71,814002
"2028",2003-02-13,1453.93,1462.34,1453.93,1462.34,1070801
"2029",2003-02-14,1462.05,1464.75,1462.05,1464.75,3050567
"2030",2003-02-17,1460.67,1468.11,1460.67,1468.11,2218143
"2031",2003-02-18,1463.06,1463.06,1460.48,1460.48,1977448
"2032",2003-02-19,1459.16,1468.91,1459.16,1468.91,2534602
"2033",2003-02-20,1467.07,1472.53,1467.07,1472.53,2434321
"2034",2003-02-21,1464.61,1472.96,1464.61,1472.96,1348824
"2035",2003-02-24,1458.37,1458.37,1455.57,1455.57,3112248
"2036",2003-02-25,1443.76,1450.14,1443.76,1450.14,1474312
"2037",2003-02-26,1448.62,1452.62,1448.62,1452.62,872111
"2038",2003-02-27,1442.58,1445.63,1442.58,1445.63,2565247
"2039",2003-02-28,1434.7,1443.96,1434.7,1443.96,1791676
"2040",2003-03-03,1437.55,1442.71,1437.55,1442.71,1674299
"2041",2003-03-04,1435.57,1435.57,1435.57,1435.57,2367220
"2042",2003-03-05,1426.44,1426.44,1425.35,1425.35,1770366
"2043",2003-03-06,1417.24,1417.24,1412.94,1412.94,5032830
"2044",2003-03-07,1416.1,1416.1,1411.57,1411.57,3428729
"2045",2003-03-10,1405.71,1405.71,1399.43,1399.43,3143219
"2046",2003-03-11,1386.16,1390.18,1386.16,1390.18,5247828
"2047",2003-03-12,1387.01,1387.01,1381.98,1381.98,2339408
"2048",2003-03-13,1372.27,1380.8,1372.27,1380.8,2683071
"2049",2003-03-14,1385.45,1385.45,1383.18,1383.18,2322621
"2050",2003-03-17,1371.23,1371.23,1366.5,1366.5,1434962
"2051",2003-03-18,1367.79,1372.04,1367.79,1372.04,1590234
"2052",2003-03-19,1370.36,1375.49,1370.36,1375.49,1437417
"2053",2003-03-20,1372.37,1382.24,1372.37,1382.24,1862876
"2054",2003-03-21,1396.52,1396.52,1396.52,1396.52,1840969
"2055",2003-03-24,1392.2,1394.02,1392.2,1394.02,1199298
"2056",2003-03-25,1382.91,1383.15,1382.91,1383.15,1158514
"2057",2003-03-26,1381.53,1381.53,1380.49,1380.49,1284084
"2058",2003-03-27,1375.29,1376.85,1375.29,1376.85,1369267
"2059",2003-03-28,1359.15,1370.66,1359.15,1370.66,629530
"2060",2003-03-31,1364.86,1364.86,1364.15,1364.15,1032462
"2061",2003-04-01,1363.49,1363.49,1363.07,1363.07,2538238
"2062",2003-04-02,1360.54,1368.57,1360.54,1368.57,1076046
"2063",2003-04-03,1365.59,1371.72,1365.59,1371.72,969831
"2064",2003-04-04,1364.48,1372.1,1364.48,1372.1,1141255
"2065",2003-04-07,1376.06,1376.06,1368.21,1368.21,2298379
"2066",2003-04-08,1369.46,1372.15,1369.46,1372.15,1356283
"2067",2003-04-09,1374.5,1385.43,1374.5,1385.43,2269467
"2068",2003-04-10,1387.75,1399.99,1387.75,1399.99,1681087
"2069",2003-04-11,1404.65,1422.21,1404.65,1422.21,1442710
"2070",2003-04-14,1426.36,1433.85,1426.36,1433.85,2339310
"2071",2003-04-15,1433.36,1433.36,1419.57,1419.57,1536808
"2072",2003-04-16,1419.77,1424.2,1419.77,1424.2,1429416
"2073",2003-04-17,1423.01,1423.01,1422.49,1422.49,1372627
"2074",2003-04-22,1413.24,1429.21,1413.24,1429.21,1484336
"2075",2003-04-23,1431.81,1457.86,1431.81,1457.86,2621546
"2076",2003-04-24,1457.7,1457.7,1452.57,1452.57,1800955
"2077",2003-04-25,1443.03,1443.03,1442.83,1442.83,1698782
"2078",2003-04-28,1442.39,1459.39,1442.39,1459.39,1615194
"2079",2003-04-29,1459.87,1481.8,1459.87,1481.8,1923112
"2080",2003-04-30,1488.97,1492.35,1488.97,1492.35,2540142
"2081",2003-05-02,1500.41,1511.67,1500.41,1511.67,743655
"2082",2003-05-05,1522.75,1539.95,1522.75,1539.95,1869627
"2083",2003-05-06,1530.74,1530.74,1530.6,1530.6,1456609
"2084",2003-05-07,1525.84,1531.05,1525.84,1531.05,2906435
"2085",2003-05-08,1535.82,1544.62,1535.82,1544.62,1438687
"2086",2003-05-09,1549.52,1563.77,1549.52,1563.77,1684728
"2087",2003-05-12,1566.36,1575.07,1566.36,1575.07,1443146
"2088",2003-05-13,1585.24,1585.24,1571.44,1571.44,1280157
"2089",2003-05-14,1574.24,1576.65,1574.24,1576.65,1331374
"2090",2003-05-15,1587.42,1593.67,1587.42,1593.67,738714
"2091",2003-05-16,1594.29,1611.03,1594.29,1611.03,2133788
"2092",2003-05-19,1613.22,1637.01,1613.22,1637.01,1356722
"2093",2003-05-20,1653.61,1658.21,1653.61,1658.21,870043
"2094",2003-05-21,1667.05,1681.43,1667.05,1681.43,1152715
"2095",2003-05-22,1685.5,1685.5,1679.83,1679.83,1169292
"2096",2003-05-23,1673.97,1691.72,1673.97,1691.72,2303240
"2097",2003-05-26,1676.51,1689.23,1676.51,1689.23,3237372
"2098",2003-05-27,1674.74,1674.74,1670.55,1670.55,2678849
"2099",2003-05-28,1668.49,1684.3,1668.49,1684.3,2775773
"2100",2003-05-29,1690.96,1690.96,1681.34,1681.34,1902927
"2101",2003-05-30,1685.62,1700.44,1685.62,1700.44,1144937
"2102",2003-06-02,1702.06,1715.83,1702.06,1715.83,1701965
"2103",2003-06-03,1706.93,1706.93,1705.62,1705.62,877838
"2104",2003-06-04,1700.9,1711.92,1700.9,1711.92,2430548
"2105",2003-06-05,1708.17,1715.7,1708.17,1715.7,1540126
"2106",2003-06-06,1723.19,1723.19,1721.1,1721.1,1129213
"2107",2003-06-09,1719.86,1719.86,1708.49,1708.49,1538988
"2108",2003-06-10,1696.33,1696.33,1685.53,1685.53,2131310
"2109",2003-06-11,1678.11,1680.99,1678.11,1680.99,1173293
"2110",2003-06-12,1675.73,1683.7,1675.73,1683.7,1150224
"2111",2003-06-13,1686.37,1694.17,1686.37,1692.53,903149
"2112",2003-06-16,1688.8,1688.8,1680.92,1686.22,672204
"2113",2003-06-17,1693.12,1706.09,1693.12,1706.09,1383975
"2114",2003-06-18,1695.93,1695.93,1682.2,1686.99,1267633
"2115",2003-06-20,1688.9,1689.06,1688.9,1689.02,714449
"2116",2003-06-23,1683.28,1685.4,1682.99,1685.4,458825
"2117",2003-06-24,1675.03,1675.03,1669.99,1669.99,542199
"2118",2003-06-25,1671.56,1675.1,1666.76,1675.1,440133
"2119",2003-06-26,1680.29,1694.21,1680.29,1694.21,447073
"2120",2003-06-27,1686.22,1692.96,1686.22,1692.96,1029634
"2121",2003-06-30,1696.4,1699.12,1695.99,1699.12,953165
"2122",2003-07-01,1700.84,1700.84,1691.84,1694.43,1104047
"2123",2003-07-02,1693.55,1694.19,1687.42,1694.19,672822
"2124",2003-07-03,1694.38,1703.38,1693.07,1703.38,706738
"2125",2003-07-04,1716.09,1732.14,1716.09,1732.14,891440
"2126",2003-07-07,1751.32,1754.43,1749.92,1749.92,1332948
"2127",2003-07-08,1765.66,1765.66,1751.67,1755.39,2660799
"2128",2003-07-09,1770.23,1773.05,1767.46,1773.05,975676
"2129",2003-07-10,1779.31,1805.96,1779.31,1805.96,1333714
"2130",2003-07-11,1807.58,1807.58,1802.77,1807.28,1725009
"2131",2003-07-14,1811.13,1819.32,1811.13,1819.32,1715090
"2132",2003-07-15,1824.61,1841.45,1824.61,1841.45,1256235
"2133",2003-07-16,1834.88,1850.2,1834.88,1850.2,922118
"2134",2003-07-17,1868.6,1890.37,1868.6,1890.37,1744168
"2135",2003-07-18,1925.04,1949.55,1925.04,1949.55,2352028
"2136",2003-07-21,1966.09,1989.84,1966.09,1989.84,2175310
"2137",2003-07-22,1992.91,2012.75,1992.91,2012.75,1905865
"2138",2003-07-23,2033.58,2038.2,2033.48,2038.2,3122648
"2139",2003-07-24,2050.52,2068.76,2050.52,2068.76,2991853
"2140",2003-07-25,2080.8,2122.12,2080.8,2122.12,2316802
"2141",2003-07-28,2164.52,2195.96,2164.52,2195.96,2911853
"2142",2003-07-29,2190.01,2215.79,2190.01,2205.09,3127952
"2143",2003-07-30,2184.98,2184.98,2172.19,2172.19,1868684
"2144",2003-07-31,2137.69,2174.14,2137.69,2174.14,1341104
"2145",2003-08-01,2184.62,2184.62,2167.54,2172.17,1720112
"2146",2003-08-04,2174.06,2191.36,2174.06,2191.36,1722127
"2147",2003-08-05,2179.9,2186.31,2175.23,2186.31,2027184
"2148",2003-08-06,2170.46,2185.37,2170.46,2185.37,1683937
"2149",2003-08-07,2193.4,2239.58,2193.4,2239.58,3535926
"2150",2003-08-08,2250.54,2254.63,2234.77,2254.63,2597261
"2151",2003-08-11,2273.27,2296.97,2273.27,2296.97,2694325
"2152",2003-08-12,2342.43,2356.83,2342.43,2356.83,3342120
"2153",2003-08-13,2381.48,2381.48,2377.85,2381.04,3171732
"2154",2003-08-14,2408.18,2436.21,2408.18,2436.21,4218907
"2155",2003-08-18,2459.39,2495.23,2459.39,2495.23,3364512
"2156",2003-08-19,2503.98,2540.6,2503.98,2540.6,5590551
"2157",2003-08-20,2558.35,2559.76,2556.69,2556.69,5177308
"2158",2003-08-21,2603.9,2638.73,2603.9,2638.73,4456496
"2159",2003-08-22,2662.18,2677.77,2662.18,2671.34,4403292
"2160",2003-08-25,2623.57,2662.81,2623.57,2662.81,2752035
"2161",2003-08-26,2697.59,2709.16,2697.59,2709.16,5091320
"2162",2003-08-27,2733.97,2733.97,2663.41,2669.11,5020335
"2163",2003-08-28,2639.7,2639.7,2611.11,2625.64,2577500
"2164",2003-08-29,2643.05,2644.5,2629.62,2644.5,5394174
"2165",2003-09-01,2661.82,2661.82,2657.81,2657.81,5413255
"2166",2003-09-02,2610.29,2610.29,2592.21,2603.26,5507885
"2167",2003-09-03,2581.11,2581.11,2537.67,2539.83,3297891
"2168",2003-09-04,2497.1,2519.09,2497.1,2519.09,4783376
"2169",2003-09-05,2517.45,2526.76,2507.47,2526.76,3453328
"2170",2003-09-08,2535.55,2538.74,2529.75,2538.74,1804841
"2171",2003-09-09,2547.14,2547.14,2544.25,2544.6,1924404
"2172",2003-09-10,2533.28,2533.28,2525.18,2532.4,1298957
"2173",2003-09-11,2530.48,2544.69,2530.48,2544.69,4618179
"2174",2003-09-12,2569.7,2584.09,2569.7,2584.09,3111546
"2175",2003-09-15,2594.97,2602.15,2594.97,2599.39,1916152
"2176",2003-09-16,2571.67,2588.04,2571.67,2588.04,1795362
"2177",2003-09-17,2638.6,2638.6,2612.3,2618.16,5291035
"2178",2003-09-18,2604.15,2608.96,2598.94,2608.96,5275214
"2179",2003-09-19,2632.38,2632.38,2606.32,2616.56,3436534
"2180",2003-09-22,2578.14,2578.14,2559.51,2560.1,1012126
"2181",2003-09-23,2541.93,2566.66,2541.93,2566.66,1083002
"2182",2003-09-24,2587.43,2591.22,2580.2,2591.22,842405
"2183",2003-09-25,2567.13,2570.97,2567.13,2570.97,318744
"2184",2003-09-26,2573.51,2587.64,2570.37,2587.64,454403
"2185",2003-09-29,2576.2,2576.84,2574.87,2574.87,501720
"2186",2003-09-30,2525.05,2525.05,2484.32,2484.77,1149701
"2187",2003-10-01,2449.88,2458.45,2449.88,2458.45,2225871
"2188",2003-10-02,2480.59,2480.59,2460.94,2464.88,1370891
"2189",2003-10-03,2467.78,2494.09,2467.78,2494.09,833911
"2190",2003-10-06,2500.25,2550.28,2500.25,2550.28,1420230
"2191",2003-10-07,2532.42,2541.13,2531.42,2541.13,1011184
"2192",2003-10-08,2552.91,2578.35,2552.91,2578.35,1261078
"2193",2003-10-09,2582.08,2582.08,2563.85,2569.24,792311
"2194",2003-10-10,2555.77,2557.78,2551.41,2557.78,675195
"2195",2003-10-13,2574.61,2575.34,2571.83,2575.34,816355
"2196",2003-10-14,2565.96,2590.15,2565.96,2590.15,892665
"2197",2003-10-15,2608.76,2608.76,2608.3,2608.3,1225134
"2198",2003-10-16,2603,2604.72,2600.12,2604.72,1096335
"2199",2003-10-17,2597.67,2597.67,2581.21,2595.76,690437
"2200",2003-10-20,2589.81,2619.04,2588.05,2619.04,958948
"2201",2003-10-21,2602.76,2602.76,2581.04,2581.85,924104
"2202",2003-10-22,2569.02,2569.02,2563.81,2567.85,748613
"2203",2003-10-23,2538.94,2538.94,2524.87,2535.95,962569
"2204",2003-10-24,2538.12,2540.35,2534.47,2540.35,535023
"2205",2003-10-27,2536.57,2558.2,2536.57,2558.2,1597842
"2206",2003-10-28,2560.35,2566.65,2556.09,2566.65,1000269
"2207",2003-10-29,2579.1,2585.8,2565.19,2585.8,1577739
"2208",2003-10-30,2564.46,2584.73,2564.46,2584.73,1434284
"2209",2003-10-31,2591.02,2612.98,2591.02,2612.98,1658604
"2210",2003-11-03,2627.35,2636.09,2627.35,2632.46,2845807
"2211",2003-11-04,2633.99,2633.99,2623.31,2631.11,1805366
"2212",2003-11-05,2627.62,2655.66,2627.62,2655.66,3012773
"2213",2003-11-06,2639.37,2648.59,2639.37,2648.59,3638785
"2214",2003-11-07,2647.85,2668.85,2647.85,2668.85,1872234
"2215",2003-11-10,2681.79,2684,2667.46,2684,1537210
"2216",2003-11-12,2665.78,2665.78,2660.93,2665.51,2467923
"2217",2003-11-13,2678.39,2678.39,2657.65,2660.78,2105830
"2218",2003-11-14,2654.64,2658.23,2650.48,2658.23,1615150
"2219",2003-11-17,2613.83,2615.73,2592.83,2615.73,1191679
"2220",2003-11-18,2588.02,2588.02,2549.87,2570.36,1333816
"2221",2003-11-19,2520.25,2520.25,2498.7,2498.7,1277214
"2222",2003-11-20,2456.03,2460.47,2454.28,2460.47,1042256
"2223",2003-11-21,2467.59,2488.74,2467.59,2488.74,836294
"2224",2003-11-24,2485.73,2493.57,2473,2493.57,773808
"2225",2003-11-25,2490.54,2490.54,2470.24,2470.24,983067
"2226",2003-11-26,2457.78,2462.58,2457.78,2462.58,538218
"2227",2003-11-27,2466.39,2496.35,2466.39,2496.35,651716
"2228",2003-11-28,2492.21,2494.67,2491.96,2494.67,684054
"2229",2003-12-01,2491.28,2525.16,2491.28,2525.16,831628
"2230",2003-12-02,2498.81,2521.55,2498.81,2521.55,1009472
"2231",2003-12-03,2505.88,2521.93,2505.88,2521.93,702933
"2232",2003-12-04,2515.36,2515.36,2510.15,2513.32,1011959
"2233",2003-12-05,2507.75,2523.02,2507.75,2523.02,412688
"2234",2003-12-08,2512.59,2535.26,2512.59,2535.26,1050888
"2235",2003-12-09,2525.95,2525.95,2501.17,2521.17,1948424
"2236",2003-12-10,2508.88,2518.14,2502.58,2518.14,371800
"2237",2003-12-11,2509.9,2510.28,2500,2510.28,1436296
"2238",2003-12-12,2524.09,2546.26,2524.09,2546.26,1576031
"2239",2003-12-15,2563.45,2571.43,2562.98,2571.43,1873214
"2240",2003-12-16,2556.68,2582.67,2556.68,2582.67,1436201
"2241",2003-12-17,2581.19,2603.06,2581.19,2603.06,878764
"2242",2003-12-18,2586.56,2607.17,2586.56,2607.17,944272
"2243",2003-12-19,2608.73,2613.85,2608.73,2613.85,825700
"2244",2003-12-22,2614.69,2650.52,2614.69,2650.52,1941189
"2245",2003-12-23,2661.9,2677.44,2660.96,2677.44,3349454
"2246",2003-12-29,2678.66,2697.13,2678.66,2697.13,1117321
"2247",2003-12-30,2702.68,2739.77,2702.68,2739.77,1555440
"2248",2003-12-31,2732.27,2740.68,2732.27,2740.68,547989
"2249",2004-01-02,2751.63,2802.6,2751.63,2802.6,549055
"2250",2004-01-05,2842.54,2872.26,2842.54,2872.26,3166766
"2251",2004-01-06,2871.22,2883.63,2871.22,2883.63,1963740
"2252",2004-01-07,2907.63,2917.7,2898.98,2917.7,1748324
"2253",2004-01-08,2952.45,2952.45,2934.62,2934.62,2917275
"2254",2004-01-09,2913.42,2942.8,2913.42,2942.8,2160988
"2255",2004-01-12,2950.5,2984.44,2950.5,2984.44,2899889
"2256",2004-01-13,3005.47,3005.47,2989.23,2997.46,3304663
"2257",2004-01-14,2993.71,3012.61,2993.71,3012.61,3004725
"2258",2004-01-15,3018.94,3037.01,3018.94,3037.01,3093531
"2259",2004-01-16,3054.76,3072.06,3054.76,3072.06,3094212
"2260",2004-01-19,3113.32,3123.4,3107.41,3123.4,3276938
"2261",2004-01-20,3132.13,3169.61,3132.13,3169.61,2394876
"2262",2004-01-21,3163.17,3163.17,3141.99,3147.44,2515143
"2263",2004-01-22,3154.37,3157.59,3148.64,3157.59,2103649
"2264",2004-01-23,3166.93,3198.19,3166.93,3193.32,4376385
"2265",2004-01-26,3203.33,3230.07,3203.33,3230.07,4142384
"2266",2004-01-27,3254.1,3254.1,3212.89,3226.24,6293196
"2267",2004-01-28,3139.96,3139.96,3084.51,3084.51,4728615
"2268",2004-01-29,3032.97,3102.23,3032.97,3102.23,2836050
"2269",2004-01-30,3117.46,3130.99,3117.46,3130.99,1767190
